ID,arrival,cost,ram,deadline
0,0,0.007481296758104738,NA,NA
1,0,0.018799155956263188,NA,NA
2,0,0.01477076539420679,NA,NA
3,0,0.015346249760214847,NA,NA
4,0,0.003261078074045655,NA,NA
5,0,0.007097640514099367,NA,NA
6,0,0.012852484174179935,NA,NA
7,0,0.011893343564166508,NA,NA
8,0,0.010934202954153078,NA,NA
9,0,0.0030692499520429697,NA,NA
10,0,0.018031843468252446,NA,NA
11,0,0.005754843660080567,NA,NA
12,0,0.00479570305006714,NA,NA
13,0,0.0038365624400537117,NA,NA
14,0,0.011509687320161135,NA,NA
15,0,0.013236140418185306,NA,NA
16,0,0.015921734126222904,NA,NA
17,0,0.001342796854018799,NA,NA
18,0,0.006138499904085939,NA,NA
19,0,0.0072894686361020524,NA,NA
20,0,0.016880874736236333,NA,NA
21,0,0.00786495300211011,NA,NA
22,0,0.008824093612123537,NA,NA
23,0,0.00997506234413965,NA,NA
24,0,0.015921734126222904,NA,NA
25,0,0.0072894686361020524,NA,NA
26,0,0.01477076539420679,NA,NA
27,0,0.017648187224247075,NA,NA
28,0,0.012468827930174564,NA,NA
29,0,0.00786495300211011,NA,NA
30,0,0.008440437368118166,NA,NA
31,0,0.007097640514099367,NA,NA
32,0,0.0007673124880107424,NA,NA
33,0,0.005371187416075196,NA,NA
34,0,0.0072894686361020524,NA,NA
35,0,0.017648187224247075,NA,NA
36,0,0.00652215614809131,NA,NA
37,0,0.016689046614233646,NA,NA
38,0,0.017456359102244388,NA,NA
39,0,0.012085171686169193,NA,NA
40,0,0.014003452906196048,NA,NA
41,0,0.012085171686169193,NA,NA
42,0,0.006713984270093996,NA,NA
43,0,0.014003452906196048,NA,NA
44,0,0.016497218492230962,NA,NA
45,0,0.011701515442163822,NA,NA
46,0,0.00786495300211011,NA,NA
47,0,0.01822367159025513,NA,NA
48,0,0.01438710915020142,NA,NA
49,0,0.014003452906196048,NA,NA
50,0,0.003261078074045655,NA,NA
51,0,0.00479570305006714,NA,NA
52,0,0.018799155956263188,NA,NA
53,0,0.0003836562440053712,NA,NA
54,0,0.0005754843660080568,NA,NA
55,0,0.015154421638212161,NA,NA
56,0,0.014003452906196048,NA,NA
57,0,0.003261078074045655,NA,NA
58,0,0.011126031076155764,NA,NA
59,0,0.008440437368118166,NA,NA
60,0,0.01918281220026856,NA,NA
61,0,0.011509687320161135,NA,NA
62,0,0.010358718588145022,NA,NA
63,0,0.010166890466142336,NA,NA
64,0,0.018415499712257817,NA,NA
65,0,0.018990984078265875,NA,NA
66,0,0.013427968540187992,NA,NA
67,0,0.006713984270093996,NA,NA
68,0,0.01572990600422022,NA,NA
69,0,0.017648187224247075,NA,NA
70,0,0.0024937655860349127,NA,NA
71,0,0.004603874928064454,NA,NA
72,0,0.0003836562440053712,NA,NA
73,0,0.002685593708037598,NA,NA
74,0,0.0011509687320161136,NA,NA
75,0,0.0036447343180510262,NA,NA
76,0,0.011509687320161135,NA,NA
77,0,0.01477076539420679,NA,NA
78,0,0.011509687320161135,NA,NA
79,0,0.014578937272204105,NA,NA
80,0,0.016497218492230962,NA,NA
81,0,0.004603874928064454,NA,NA
82,0,0.004603874928064454,NA,NA
83,0,0.012085171686169193,NA,NA
84,0,0.018031843468252446,NA,NA
85,0,0.0009591406100134279,NA,NA
86,0,0.007481296758104738,NA,NA
87,0,0.018799155956263188,NA,NA
88,0,0.01572990600422022,NA,NA
89,0,0.004987531172069825,NA,NA
90,0,0.011701515442163822,NA,NA
91,0,0.006905812392096681,NA,NA
92,0,0.008632265490120852,NA,NA
93,0,0.0017264530980241703,NA,NA
94,0,0.002685593708037598,NA,NA
95,0,0.0011509687320161136,NA,NA
96,0,0.013427968540187992,NA,NA
97,0,0.008632265490120852,NA,NA
98,0,0.010358718588145022,NA,NA
